County,Year,pdsi,1_priv_0_pub,med_income,"irrig, crop surface (thousand acres)","irrig, crop tot (thousands acre)",avg_rainfall
Trinity,2012,-1.3,1,35162,NA,NA,5.75
Trinity,2013,-2.2,1,35708,NA,NA,1.5925
Trinity,2014,-2.08,1,34961,NA,NA,4.608333333333333
Trinity,2015,-4.4,1,37669,0,2.94,3.6008333333333336
Trinity,2016,3.05,1,38727,NA,NA,6.243333333333333
Tulare,2008,-3.15,1,44383,NA,NA,1.4841666666666666
Tulare,2009,-1.84,1,39876,NA,NA,1.4583333333333333
Tulare,2010,1.24,1,42377,538.52,973.81,2.9225
Tulare,2011,3.1,1,40599,NA,NA,1.4949999999999999
Tulare,2012,-3.06,1,40197,NA,NA,1.5241666666666667
Tulare,2013,-4.67,1,39657,NA,NA,0.5725
Tulare,2014,-5.68,1,42360,NA,NA,1.2058333333333333
Tulare,2015,-3.31,1,42637,336.12,684.3,1.2725
Tulare,2016,-2.5,1,45768,NA,NA,1.6441666666666668
Tuolumne,2008,-4.07,1,49151,NA,NA,2.89
Tuolumne,2009,-0.79,1,48027,NA,NA,3.1783333333333332
Tuolumne,2010,3.05,1,44751,0,2,4.940833333333333
Tuolumne,2011,3.31,1,43530,NA,NA,3.243333333333333
Tuolumne,2012,-2.5,1,46624,NA,NA,3.5091666666666668
Tuolumne,2013,-3.62,1,50774,NA,NA,1.0533333333333332
Tuolumne,2014,-4.1,1,49476,NA,NA,2.535
Tuolumne,2015,-2.89,1,53136,1.38,1.42,2.5008333333333335
Tuolumne,2016,1.24,1,50431,NA,NA,3.7616666666666667
Ventura,2008,-2.68,1,76190,NA,NA,1.4958333333333333
Ventura,2009,-1.21,1,71246,NA,NA,1.1083333333333334
Ventura,2010,1.41,1,71418,13.22,107.44,2.4683333333333333
Ventura,2011,2.27,1,74019,NA,NA,1.3766666666666667
Ventura,2012,-2.21,1,71043,NA,NA,1.0283333333333333
Ventura,2013,-4.41,1,76513,NA,NA,0.41083333333333333
Ventura,2014,-5.4,1,74967,NA,NA,1.2383333333333333
Ventura,2015,-3.5,1,79285,5.61,108.36,0.5683333333333334
Ventura,2016,-3.95,1,79470,NA,NA,1.345
Yuba,2008,-4.2,1,46715,NA,NA,2.1774999999999998
Yuba,2009,-1.71,1,40947,NA,NA,2.5541666666666667
Yuba,2010,2.62,1,41045,36.76,76.14,4.145
Yuba,2011,2.98,1,43299,NA,NA,2.8016666666666667
Yuba,2012,0.19,1,41599,NA,NA,4.059166666666667
Yuba,2013,-2.52,1,41824,NA,NA,0.9291666666666667
Yuba,2014,-3.53,1,41403,NA,NA,3.2175
Yuba,2015,-4.41,1,46500,51.08,87.39,1.6266666666666667
Yuba,2016,0.82,1,46054,NA,NA,3.8941666666666666
